,years ma,Arthropoda,Brachiopoda,Foraminifera,Echinodermata,Porifera,Chordata,Mollusca,Bryozoa,Cnidaria,Hyolitha,Problematica,Agmata,Priapulida,Hemichordata,Annelida,Rhodophyta,Lophotrochozoa,Chlorophyta,Cyanobacteria,Ciliophora,Haptophyta,Radiolaria,Lycopodophyta,Bryophyta,Prasinophyta,Onychophora,Lycophyta,Chaetognatha,Proarticulata,Psilophytophyta,Thallophyta,Zosterophyllophyta,Pteridophyta,Tracheophyta,Pinophyta,Coniferophyta,Gymnospermophyta,Ginkgophyta,Lycopodiophyta,Pteridospermophyta,Sphenophyta,Equisetophyta,Angiospermae,Peltaspermophyta,Ochrophyta,Cycadophyta,Spermatophyta,Aneurophytophyta,Phaeophyta,Charophyta,Rhizopodea,Cladoxylophyta,Progymnospermophyta,Magnoliophyta,Gnetophyta,Cycadeoideophyta,Filicophyta,Sipuncula,Myzozoa,Isoetophyta,Anthocerophyta,Cercozoa,Vetulicolia,Ctenophora,Entoprocta,Nematoda,Platyhelminthes,Tardigrada
93,94,420,132,1297,859,78,1513,6352,36,427,0,0,0,0,0,55,9,0,10,3,1,18,1380,13,27,0,1,47,0,0,0,0,0,497,0,266,117,5,47,112,0,0,0,261,0,0,42,23,0,0,2,0,0,0,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0
94,95,420,132,1297,859,78,1513,6352,36,427,0,0,0,0,0,55,9,0,10,3,1,18,1380,13,27,0,1,47,0,0,0,0,0,497,0,266,117,5,47,112,0,0,0,261,0,0,42,23,0,0,2,0,0,0,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0
95,96,420,132,1297,859,78,1513,6358,36,427,0,0,0,0,0,55,9,0,10,3,1,18,1380,13,27,0,1,47,0,0,0,0,0,497,0,266,117,5,47,112,0,0,0,261,0,0,42,23,0,0,2,0,0,0,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0
96,97,420,132,1297,859,78,1513,6358,36,427,0,0,0,0,0,55,9,0,10,3,1,18,1380,13,27,0,1,47,0,0,0,0,0,497,0,266,117,5,47,112,0,0,0,261,0,0,42,23,0,0,2,0,0,0,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0
97,98,420,132,1297,859,78,1513,6358,36,427,0,0,0,0,0,55,9,0,10,3,1,18,1380,13,27,0,1,47,0,0,0,0,0,497,0,266,117,5,47,112,0,0,0,261,0,0,42,23,0,0,2,0,0,0,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0
98,99,420,132,1297,859,78,1513,6358,36,427,0,0,0,0,0,55,9,0,10,3,1,18,1380,13,27,0,1,47,0,0,0,0,0,497,0,266,117,5,47,112,0,0,0,261,0,0,42,23,0,0,2,0,0,0,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0
99,100,390,119,1327,370,128,692,5530,61,261,0,0,0,0,0,42,6,0,9,0,0,0,741,13,28,0,0,51,0,0,0,0,0,382,0,177,95,4,48,79,0,0,0,207,0,0,40,15,0,0,2,0,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0
100,101,386,146,485,320,86,1015,5003,54,284,0,0,0,0,0,44,2,0,9,1,0,0,666,13,20,0,0,54,0,0,0,0,0,428,1,278,147,1,87,65,0,0,0,228,1,0,70,21,0,0,1,0,0,0,7,45,2,0,0,0,0,0,0,0,0,0,0,0,0
101,102,386,146,485,320,86,1015,5003,54,284,0,0,0,0,0,44,2,0,9,1,0,0,666,13,20,0,0,54,0,0,0,0,0,428,1,278,147,1,87,65,0,0,0,228,1,0,70,21,0,0,1,0,0,0,7,45,2,0,0,0,0,0,0,0,0,0,0,0,0
102,103,386,146,485,320,86,1015,5003,54,284,0,0,0,0,0,44,2,0,9,1,0,0,666,13,20,0,0,54,0,0,0,0,0,428,1,278,147,1,87,65,0,0,0,228,1,0,70,21,0,0,1,0,0,0,7,45,2,0,0,0,0,0,0,0,0,0,0,0,0
103,104,386,152,484,320,86,1015,5015,54,284,0,0,0,0,0,49,2,0,9,1,0,0,666,13,20,0,0,54,0,0,0,0,0,428,1,277,147,1,87,65,0,0,0,228,1,0,70,21,0,0,1,0,0,0,7,45,2,0,0,0,0,0,0,0,0,0,0,0,0
104,105,386,152,484,320,86,1015,5015,54,284,0,0,0,0,0,49,2,0,9,1,0,0,666,13,20,0,0,54,0,0,0,0,0,428,1,277,147,1,87,65,0,0,0,228,1,0,70,21,0,0,1,0,0,0,7,45,2,0,0,0,0,0,0,0,0,0,0,0,0
105,106,159,110,169,125,36,834,3359,11,306,0,0,0,0,0,43,1,0,9,1,0,0,252,13,20,0,0,32,0,0,0,0,0,406,1,260,176,2,91,59,0,0,0,200,1,0,68,20,0,0,1,0,0,0,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0
106,107,159,110,169,125,36,834,3359,11,306,0,0,0,0,0,43,1,0,9,1,0,0,252,13,20,0,0,32,0,0,0,0,0,406,1,260,176,2,91,59,0,0,0,200,1,0,68,20,0,0,1,0,0,0,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0
107,108,159,110,169,125,36,834,3359,11,306,0,0,0,0,0,43,1,0,9,1,0,0,252,13,20,0,0,32,0,0,0,0,0,406,1,260,176,2,91,59,0,0,0,200,1,0,68,20,0,0,1,0,0,0,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0
108,109,201,140,186,138,69,983,3902,15,423,0,0,0,0,0,33,5,0,17,6,0,0,253,13,20,0,0,46,0,0,0,0,0,410,1,274,178,1,91,51,0,0,0,196,1,0,78,26,0,0,1,0,0,0,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0
109,110,201,140,186,138,69,983,3902,15,423,0,0,0,0,0,33,5,0,17,6,0,0,253,13,20,0,0,46,0,0,0,0,0,410,1,274,178,1,91,51,0,0,0,196,1,0,78,26,0,0,1,0,0,0,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0
110,111,201,140,186,138,69,983,3902,15,423,0,0,0,0,0,33,5,0,17,6,0,0,253,13,20,0,0,46,0,0,0,0,0,410,1,274,178,1,91,51,0,0,0,196,1,0,78,26,0,0,1,0,0,0,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0
111,112,201,140,186,138,69,983,3902,15,423,0,0,0,0,0,33,5,0,17,6,0,0,253,13,20,0,0,46,0,0,0,0,0,410,1,274,178,1,91,51,0,0,0,196,1,0,78,26,0,0,1,0,0,0,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0
112,113,1431,296,302,308,150,1064,3272,115,658,0,0,0,0,0,45,22,0,42,22,1,36,232,13,45,0,0,49,0,0,0,0,0,429,1,232,99,4,92,66,0,0,0,39,1,0,60,3,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
113,114,1431,296,302,308,150,1064,3272,115,658,0,0,0,0,0,45,22,0,42,22,1,36,232,13,45,0,0,49,0,0,0,0,0,429,1,232,99,4,92,66,0,0,0,39,1,0,60,3,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
114,115,1431,296,302,308,150,1064,3272,115,658,0,0,0,0,0,45,22,0,42,22,1,36,232,13,45,0,0,49,0,0,0,0,0,429,1,232,99,4,92,66,0,0,0,39,1,0,60,3,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
115,116,1431,296,302,308,150,1064,3272,115,658,0,0,0,0,0,45,22,0,42,22,1,36,232,13,45,0,0,49,0,0,0,0,0,429,1,232,99,4,92,66,0,0,0,39,1,0,60,3,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
116,117,1431,296,302,308,150,1064,3272,115,658,0,0,0,0,0,45,22,0,42,22,1,36,232,13,45,0,0,49,0,0,0,0,0,429,1,232,99,4,92,66,0,0,0,39,1,0,60,3,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
117,118,1431,296,302,308,150,1064,3272,115,658,0,0,0,0,0,45,22,0,42,22,1,36,232,13,45,0,0,49,0,0,0,0,0,429,1,232,99,4,92,66,0,0,0,39,1,0,60,3,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
118,119,1431,296,302,308,150,1064,3272,115,658,0,0,0,0,0,45,22,0,42,22,1,36,232,13,45,0,0,49,0,0,0,0,0,429,1,232,99,4,92,66,0,0,0,39,1,0,60,3,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
119,120,1431,296,302,308,150,1064,3272,115,658,0,0,0,0,0,45,22,0,42,22,1,36,232,13,45,0,0,49,0,0,0,0,0,429,1,232,99,4,92,66,0,0,0,39,1,0,60,3,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
120,121,1431,296,302,308,150,1064,3272,115,658,0,0,0,0,0,45,22,0,42,22,1,36,232,13,45,0,0,49,0,0,0,0,0,429,1,232,99,4,92,66,0,0,0,39,1,0,60,3,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
121,122,1431,296,302,308,150,1064,3272,115,658,0,0,0,0,0,45,22,0,42,22,1,36,232,13,45,0,0,49,0,0,0,0,0,429,1,232,99,4,92,66,0,0,0,39,1,0,60,3,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
122,123,1192,306,336,295,177,991,2605,114,844,0,1,0,0,0,40,32,0,53,41,1,36,437,13,24,0,0,53,0,0,0,0,0,377,1,206,100,7,64,53,0,0,0,42,1,0,52,3,0,0,2,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
123,124,1192,306,336,295,177,991,2605,114,844,0,1,0,0,0,40,32,0,53,41,1,36,437,13,24,0,0,53,0,0,0,0,0,377,1,206,100,7,64,53,0,0,0,42,1,0,52,3,0,0,2,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
124,125,381,120,336,129,63,575,2359,74,904,0,1,0,0,0,29,25,0,99,36,7,102,621,13,24,0,0,53,0,0,0,0,0,371,1,197,97,4,74,42,0,0,0,42,1,0,58,2,0,0,2,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
125,126,913,92,281,134,45,969,2407,67,654,0,0,0,0,0,34,10,0,93,15,7,102,1598,13,30,0,0,53,0,0,0,0,0,399,2,203,103,7,76,46,0,0,0,46,1,0,59,2,0,0,5,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
126,127,913,92,281,134,45,969,2407,67,654,0,0,0,0,0,34,10,0,93,15,7,102,1598,13,30,0,0,53,0,0,0,0,0,399,2,203,103,7,76,46,0,0,0,46,1,0,59,2,0,0,5,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
127,128,913,92,281,134,45,969,2407,67,654,0,0,0,0,0,34,10,0,93,15,7,102,1598,13,30,0,0,53,0,0,0,0,0,399,2,203,103,7,76,46,0,0,0,46,1,0,59,2,0,0,5,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
128,129,913,92,281,134,45,969,2407,67,654,0,0,0,0,0,34,10,0,93,15,7,102,1598,13,30,0,0,53,0,0,0,0,0,399,2,203,103,7,76,46,0,0,0,46,1,0,59,2,0,0,5,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
129,130,292,184,704,661,69,395,2402,207,259,0,0,0,0,0,61,8,0,26,14,7,76,1749,13,24,1,0,43,0,0,0,0,0,323,2,213,97,0,68,49,0,0,0,30,3,0,53,2,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
130,131,292,184,704,661,69,395,2402,207,259,0,0,0,0,0,61,8,0,26,14,7,76,1749,13,24,1,0,43,0,0,0,0,0,323,2,213,97,0,68,49,0,0,0,30,3,0,53,2,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
131,132,292,184,704,661,69,395,2402,207,259,0,0,0,0,0,61,8,0,26,14,7,76,1749,13,24,1,0,43,0,0,0,0,0,323,2,213,97,0,68,49,0,0,0,30,3,0,53,2,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
132,133,232,366,602,539,54,452,2747,212,358,0,0,0,0,0,24,3,0,15,5,138,103,2012,13,19,1,0,43,0,0,0,0,0,296,2,209,92,0,68,46,0,0,0,30,3,0,53,2,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
133,134,232,366,602,539,54,452,2747,212,358,0,0,0,0,0,24,3,0,15,5,138,103,2012,13,19,1,0,43,0,0,0,0,0,296,2,209,92,0,68,46,0,0,0,30,3,0,53,2,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
134,135,232,366,602,539,54,452,2747,212,358,0,0,0,0,0,24,3,0,15,5,138,103,2012,13,19,1,0,43,0,0,0,0,0,296,2,209,92,0,68,46,0,0,0,30,3,0,53,2,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
135,136,232,366,602,539,54,452,2747,212,358,0,0,0,0,0,24,3,0,15,5,138,103,2012,13,19,1,0,43,0,0,0,0,0,296,2,209,92,0,68,46,0,0,0,30,3,0,53,2,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0
136,137,171,366,820,182,86,407,3560,40,341,0,0,0,0,0,20,2,0,14,6,199,47,1844,13,23,0,0,45,0,0,0,0,0,320,2,226,93,0,68,49,0,0,0,30,3,0,59,2,0,0,1,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0
137,138,171,366,820,182,86,407,3560,40,341,0,0,0,0,0,20,2,0,14,6,199,47,1844,13,23,0,0,45,0,0,0,0,0,320,2,226,93,0,68,49,0,0,0,30,3,0,59,2,0,0,1,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0
138,139,171,366,820,182,86,407,3560,40,341,0,0,0,0,0,20,2,0,14,6,199,47,1844,13,23,0,0,45,0,0,0,0,0,320,2,226,93,0,68,49,0,0,0,30,3,0,59,2,0,0,1,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0
139,140,161,220,1019,72,52,387,3752,26,213,0,0,0,0,0,15,1,0,24,10,265,153,2999,13,23,2,0,42,0,0,0,0,0,360,2,253,101,1,96,48,0,0,0,30,4,0,68,2,0,0,1,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0
140,141,296,234,346,61,22,667,2526,20,235,0,0,0,0,0,8,0,0,26,8,279,153,2903,13,24,2,0,43,0,0,0,0,0,348,1,246,104,3,96,47,0,0,0,30,4,0,67,2,0,0,1,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0
141,142,296,234,346,61,22,667,2526,20,235,0,0,0,0,0,8,0,0,26,8,279,153,2903,13,24,2,0,43,0,0,0,0,0,348,1,246,104,3,96,47,0,0,0,30,4,0,67,2,0,0,1,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0
142,143,296,234,346,61,22,667,2526,20,235,0,0,0,0,0,8,0,0,26,8,279,153,2903,13,24,2,0,43,0,0,0,0,0,348,1,246,104,3,96,47,0,0,0,30,4,0,67,2,0,0,1,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0
143,144,296,234,346,61,22,667,2526,20,235,0,0,0,0,0,8,0,0,26,8,279,153,2903,13,24,2,0,43,0,0,0,0,0,348,1,246,104,3,96,47,0,0,0,30,4,0,67,2,0,0,1,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0
144,145,464,419,182,94,225,1333,4527,14,1146,0,1,0,0,0,90,13,0,61,29,7,2,5993,1,20,0,0,0,0,0,0,0,0,1009,5,536,383,4,513,15,0,0,0,0,14,0,241,0,0,2,1,0,0,0,0,93,5,0,0,0,0,0,0,0,0,0,0,0,0
145,146,464,419,182,94,225,1333,4527,14,1146,0,1,0,0,0,90,13,0,61,29,7,2,5993,1,20,0,0,0,0,0,0,0,0,1009,5,536,383,4,513,15,0,0,0,0,14,0,241,0,0,2,1,0,0,0,0,93,5,0,0,0,0,0,0,0,0,0,0,0,0
146,147,464,419,182,94,225,1333,4527,14,1146,0,1,0,0,0,90,13,0,61,29,7,2,5993,1,20,0,0,0,0,0,0,0,0,1009,5,536,383,4,513,15,0,0,0,0,14,0,241,0,0,2,1,0,0,0,0,93,5,0,0,0,0,0,0,0,0,0,0,0,0
147,148,464,419,182,94,225,1333,4527,14,1146,0,1,0,0,0,90,13,0,61,29,7,2,5993,1,20,0,0,0,0,0,0,0,0,1009,5,536,383,4,513,15,0,0,0,0,14,0,241,0,0,2,1,0,0,0,0,93,5,0,0,0,0,0,0,0,0,0,0,0,0
148,149,461,391,182,94,225,1333,4444,14,1146,0,1,0,0,0,90,13,0,61,29,7,2,5993,1,20,0,0,0,0,0,0,0,0,1007,5,536,383,4,513,15,0,0,0,0,14,0,239,0,0,2,1,0,0,0,0,93,5,0,0,0,0,0,0,0,0,0,0,0,0
149,150,461,391,182,94,225,1333,4444,14,1146,0,1,0,0,0,90,13,0,61,29,7,2,5993,1,20,0,0,0,0,0,0,0,0,1007,5,536,383,4,513,15,0,0,0,0,14,0,239,0,0,2,1,0,0,0,0,93,5,0,0,0,0,0,0,0,0,0,0,0,0
150,151,319,275,414,95,580,1386,4116,50,1563,0,4,0,0,0,119,43,0,107,59,1,0,1561,1,20,0,0,0,0,0,0,0,0,1015,13,657,398,4,523,15,0,0,0,2,24,0,259,0,0,2,1,0,0,0,0,93,5,0,0,0,0,0,0,0,0,0,0,0,0
151,152,319,275,414,95,580,1386,4116,50,1563,0,4,0,0,0,119,43,0,107,59,1,0,1561,1,20,0,0,0,0,0,0,0,0,1015,13,657,398,4,523,15,0,0,0,2,24,0,259,0,0,2,1,0,0,0,0,93,5,0,0,0,0,0,0,0,0,0,0,0,0
152,153,169,276,532,122,758,1242,4268,57,2089,0,5,0,0,0,102,42,0,92,63,0,0,1577,1,20,0,0,0,0,0,0,0,0,968,14,652,371,3,472,14,0,0,0,2,32,0,242,0,0,2,0,0,0,0,0,76,5,0,0,1,0,0,0,0,0,0,0,0,0
153,154,170,283,532,122,758,1242,4336,57,2089,0,5,0,0,0,103,42,0,92,63,0,0,1577,1,20,0,0,0,0,0,0,0,0,968,14,652,371,3,472,14,0,0,0,2,32,0,242,0,0,2,0,0,0,0,0,76,5,0,0,1,0,0,0,0,0,0,0,0,0
154,155,170,283,532,122,758,1242,4336,57,2089,0,5,0,0,0,103,42,0,92,63,0,0,1577,1,20,0,0,0,0,0,0,0,0,968,14,652,371,3,472,14,0,0,0,2,32,0,242,0,0,2,0,0,0,0,0,76,5,0,0,1,0,0,0,0,0,0,0,0,0
155,156,201,598,540,321,1315,896,5752,73,2482,0,2,0,0,0,198,36,0,50,45,0,9,1823,1,20,0,0,0,0,0,0,0,0,968,6,555,359,4,463,14,0,0,0,1,22,0,225,0,0,2,1,0,0,0,0,76,5,0,0,1,0,0,0,0,0,0,0,0,0
156,157,201,598,540,321,1315,896,5752,73,2482,0,2,0,0,0,198,36,0,50,45,0,9,1823,1,20,0,0,0,0,0,0,0,0,968,6,555,359,4,463,14,0,0,0,1,22,0,225,0,0,2,1,0,0,0,0,76,5,0,0,1,0,0,0,0,0,0,0,0,0
157,158,1498,891,535,541,1161,366,6738,65,2610,0,1,0,0,0,221,30,0,34,29,0,16,1963,1,21,0,0,0,0,0,0,0,0,859,2,509,343,2,409,14,0,0,0,1,12,0,188,0,0,1,1,0,0,0,0,69,5,0,0,1,0,0,0,0,0,0,0,0,0
158,159,1498,891,535,541,1161,366,6738,65,2610,0,1,0,0,0,221,30,0,34,29,0,16,1963,1,21,0,0,0,0,0,0,0,0,859,2,509,343,2,409,14,0,0,0,1,12,0,188,0,0,1,1,0,0,0,0,69,5,0,0,1,0,0,0,0,0,0,0,0,0
159,160,1498,891,535,541,1161,366,6738,65,2610,0,1,0,0,0,221,30,0,34,29,0,16,1963,1,21,0,0,0,0,0,0,0,0,859,2,509,343,2,409,14,0,0,0,1,12,0,188,0,0,1,1,0,0,0,0,69,5,0,0,1,0,0,0,0,0,0,0,0,0
160,161,1498,891,535,541,1161,366,6738,65,2610,0,1,0,0,0,221,30,0,34,29,0,16,1963,1,21,0,0,0,0,0,0,0,0,859,2,509,343,2,409,14,0,0,0,1,12,0,188,0,0,1,1,0,0,0,0,69,5,0,0,1,0,0,0,0,0,0,0,0,0
161,162,1461,823,291,357,196,356,7156,12,948,0,1,0,0,0,138,3,0,13,7,0,7,1355,1,21,0,0,0,0,0,0,0,0,858,2,486,341,1,409,14,0,0,0,0,12,0,186,0,0,1,0,0,0,0,0,69,5,0,0,1,0,0,0,0,0,0,0,0,0
162,163,1461,823,291,357,196,356,7156,12,948,0,1,0,0,0,138,3,0,13,7,0,7,1355,1,21,0,0,0,0,0,0,0,0,858,2,486,341,1,409,14,0,0,0,0,12,0,186,0,0,1,0,0,0,0,0,69,5,0,0,1,0,0,0,0,0,0,0,0,0
163,164,1362,1166,559,359,75,338,8069,8,467,0,0,0,0,0,114,1,0,2,0,0,36,1741,2,12,0,0,0,0,0,0,0,0,1132,3,554,300,1,546,12,0,0,0,1,22,0,218,0,0,0,0,0,0,0,0,98,2,0,0,1,0,0,0,0,0,0,0,0,0
164,165,1315,1041,500,369,66,435,6448,27,640,0,0,0,0,0,69,0,0,4,0,0,36,1937,2,13,0,0,0,0,0,0,0,0,1170,6,597,321,9,548,20,0,2,0,4,22,0,228,0,0,0,0,0,0,0,0,98,4,0,0,1,0,0,0,0,0,0,0,0,0
165,166,1315,1041,500,369,66,435,6448,27,640,0,0,0,0,0,69,0,0,4,0,0,36,1937,2,13,0,0,0,0,0,0,0,0,1170,6,597,321,9,548,20,0,2,0,4,22,0,228,0,0,0,0,0,0,0,0,98,4,0,0,1,0,0,0,0,0,0,0,0,0
166,167,227,793,366,279,36,421,3646,41,582,0,0,0,0,0,32,0,0,7,5,0,10,1293,5,13,0,0,4,0,0,0,0,0,1560,4,732,394,10,719,27,0,2,0,4,36,0,337,0,0,0,0,0,0,0,0,135,7,0,0,0,0,0,0,0,0,0,0,0,0
167,168,218,728,434,227,6,185,2198,22,325,0,0,0,0,0,14,0,0,5,5,0,10,892,5,12,0,0,4,0,0,0,0,0,1557,1,746,381,2,737,20,0,0,0,1,41,0,338,0,0,0,0,0,0,0,0,135,5,0,0,0,0,0,0,0,0,0,0,0,0
168,169,181,648,407,147,4,112,1745,15,510,0,0,0,0,0,14,0,0,5,1,0,4,1832,8,17,0,0,4,0,0,0,0,0,1804,1,803,410,4,905,27,4,1,0,1,57,0,438,0,0,0,0,0,0,0,0,140,3,0,0,0,0,0,0,0,0,0,0,0,0
169,170,181,648,407,147,4,112,1745,15,510,0,0,0,0,0,14,0,0,5,1,0,4,1832,8,17,0,0,4,0,0,0,0,0,1804,1,803,410,4,905,27,4,1,0,1,57,0,438,0,0,0,0,0,0,0,0,140,3,0,0,0,0,0,0,0,0,0,0,0,0
170,171,71,345,418,74,0,97,1131,0,421,0,0,0,0,0,11,0,0,2,0,0,0,1622,4,16,0,0,0,0,0,0,0,0,1604,1,718,372,1,827,21,1,1,0,1,32,0,290,0,0,1,0,0,0,0,0,138,2,0,0,0,0,0,0,0,0,0,0,0,0
171,172,362,224,357,41,1,91,1769,0,132,0,0,0,0,0,8,0,0,6,7,0,9,1331,4,16,0,0,0,0,0,0,0,0,1595,1,664,366,1,826,21,0,1,0,1,28,0,291,0,0,1,0,0,0,0,0,138,2,0,0,0,0,0,0,0,0,0,0,0,0
172,173,362,224,357,41,1,91,1769,0,132,0,0,0,0,0,8,0,0,6,7,0,9,1331,4,16,0,0,0,0,0,0,0,0,1595,1,664,366,1,826,21,0,1,0,1,28,0,291,0,0,1,0,0,0,0,0,138,2,0,0,0,0,0,0,0,0,0,0,0,0
173,174,362,224,357,41,1,91,1769,0,132,0,0,0,0,0,8,0,0,6,7,0,9,1331,4,16,0,0,0,0,0,0,0,0,1595,1,664,366,1,826,21,0,1,0,1,28,0,291,0,0,1,0,0,0,0,0,138,2,0,0,0,0,0,0,0,0,0,0,0,0
174,175,727,377,454,52,11,217,2317,0,122,0,3,0,0,0,9,0,0,6,8,0,13,1319,10,11,0,0,1,0,0,0,0,0,1654,5,574,398,5,749,27,1,11,0,2,49,0,312,0,0,0,0,0,0,0,0,118,2,1,0,0,0,0,0,0,0,0,0,0,0
175,176,967,671,403,68,10,254,3360,0,79,0,3,0,0,0,11,0,0,1,1,0,140,974,10,11,0,0,1,0,0,0,0,0,1589,5,488,389,5,715,26,1,11,0,2,41,0,286,0,0,0,0,0,0,0,0,118,2,1,0,0,0,0,0,0,0,0,0,0,0
176,177,967,671,403,68,10,254,3360,0,79,0,3,0,0,0,11,0,0,1,1,0,140,974,10,11,0,0,1,0,0,0,0,0,1589,5,488,389,5,715,26,1,11,0,2,41,0,286,0,0,0,0,0,0,0,0,118,2,1,0,0,0,0,0,0,0,0,0,0,0
177,178,967,671,403,68,10,254,3360,0,79,0,3,0,0,0,11,0,0,1,1,0,140,974,10,11,0,0,1,0,0,0,0,0,1589,5,488,389,5,715,26,1,11,0,2,41,0,286,0,0,0,0,0,0,0,0,118,2,1,0,0,0,0,0,0,0,0,0,0,0
178,179,967,671,403,68,10,254,3360,0,79,0,3,0,0,0,11,0,0,1,1,0,140,974,10,11,0,0,1,0,0,0,0,0,1589,5,488,389,5,715,26,1,11,0,2,41,0,286,0,0,0,0,0,0,0,0,118,2,1,0,0,0,0,0,0,0,0,0,0,0
179,180,967,671,403,68,10,254,3360,0,79,0,3,0,0,0,11,0,0,1,1,0,140,974,10,11,0,0,1,0,0,0,0,0,1589,5,488,389,5,715,26,1,11,0,2,41,0,286,0,0,0,0,0,0,0,0,118,2,1,0,0,0,0,0,0,0,0,0,0,0
180,181,660,555,294,54,10,243,2397,0,71,0,3,0,0,0,6,0,0,1,1,0,29,938,10,11,0,0,1,0,0,0,0,0,1589,5,488,389,5,715,26,1,11,0,2,41,0,286,0,0,0,0,0,0,0,0,118,2,1,0,0,0,0,0,0,0,0,0,0,0
181,182,1468,1006,369,77,11,383,3254,3,84,0,3,0,0,0,72,0,0,7,3,0,4,1238,10,11,0,0,1,0,0,0,0,0,1589,5,489,389,5,715,26,1,11,0,2,41,0,286,0,0,0,0,0,0,0,0,118,2,1,0,0,0,0,0,0,0,0,0,0,0
182,183,478,1949,410,109,49,244,6601,0,235,0,4,0,0,0,17,2,0,9,4,0,0,2628,7,9,0,0,1,0,0,0,0,0,1508,6,456,393,3,695,22,1,10,0,2,34,0,261,0,0,0,0,0,0,0,0,113,1,1,0,0,0,0,0,0,0,0,0,0,0
183,184,478,1949,410,109,49,244,6601,0,235,0,4,0,0,0,17,2,0,9,4,0,0,2628,7,9,0,0,1,0,0,0,0,0,1508,6,456,393,3,695,22,1,10,0,2,34,0,261,0,0,0,0,0,0,0,0,113,1,1,0,0,0,0,0,0,0,0,0,0,0
184,185,478,1949,410,109,49,244,6729,0,235,0,4,0,0,0,17,2,0,9,4,0,0,2628,7,9,0,0,1,0,0,0,0,0,1508,6,456,393,3,695,22,1,10,0,2,34,0,261,0,0,0,0,0,0,0,0,113,1,1,0,0,0,0,0,0,0,0,0,0,0
185,186,478,1949,410,109,49,244,6657,0,235,0,4,0,0,0,17,2,0,9,4,0,0,2628,7,9,0,0,1,0,0,0,0,0,1508,6,456,393,3,695,22,1,10,0,2,34,0,261,0,0,0,0,0,0,0,0,113,1,1,0,0,0,0,0,0,0,0,0,0,0
186,187,478,1949,410,110,49,244,6748,0,235,0,4,0,0,0,17,2,0,9,4,0,0,2628,7,9,0,0,1,0,0,0,0,0,1508,6,456,393,3,695,22,1,10,0,2,34,0,261,0,0,0,0,0,0,0,0,113,1,1,0,0,0,0,0,0,0,0,0,0,0
